ID1,ID,Province,DISTRICT,LONGITUDE,LATITUDE,ELEVATION,UPDATED,NAMEOFFACI,OWNERSHIP,YEARBUILT,TYPEOFFACI
270,980,Manicaland,Chimanimani,32.81055832,-20.02167,0,1998,Roscommon,5,0,Clinic
271,995,Manicaland,Chimanimani,32.86471939,-20.03361,0,1998,Rusitu,3,0,Mission Clinic
272,1051,Manicaland,Chimanimani,32.60668945,-19.75481,0,1998,Shinja,5,0,Clinic
273,1121,Manicaland,Chimanimani,32.93761063,-19.97231,0,1998,Tarka,5,0,Clinic
274,1123,Manicaland,Chimanimani,32.97296906,-19.90747,0,1998,Tilbury,5,0,Clinic
275,1424,Manicaland,Chimanimani,32.8576,-19.81937,0,2007,Chimanimani Hospital,4,1970,Rural Hosp
276,11,Manicaland,Chipinge,32.2322197,-20.87639,0,1998,ARDA Estates,5,0,Clinic
277,12,Manicaland,Chipinge,32.37889099,-20.05167,0,1998,ARDA-Mid-Save,5,0,Clinic
278,99,Manicaland,Chipinge,32.61000061,-20.03722,0,1998,Checheche,5,0,Clinic
279,111,Manicaland,Chipinge,32.30083084,-20.46417,0,1998,Chibuwe,5,0,Clinic
280,129,Manicaland,Chipinge,32.49777985,-20.43694,0,1998,Chikore,3,0,Mission Hospital
281,165,Manicaland,Chipinge,32.3608284,-20.91722,0,1998,Chinyamukwaka,5,0,Clinic
282,172,Manicaland,Chipinge,32.3533287,-20.26306,0,1998,Chipangayi,5,0,Clinic
283,178,Manicaland,Chipinge,32.61917114,-20.19583,0,1998,Chipinge,2,0,District Hospital
284,187,Manicaland,Chipinge,32.60749817,-20.27611,0,1998,Chiringa,5,0,Clinic
285,197,Manicaland,Chipinge,32.36027908,-21.05306,0,1998,Chisuma,5,0,Clinic
286,244,Manicaland,Chipinge,32.72721863,-20.10889,0,1998,Clear Water,5,0,Clinic
287,339,Manicaland,Chipinge,32.63943863,-20.19194,0,1998,Gaza,5,0,Council Clinic
288,366,Manicaland,Chipinge,32.28028107,-20.60333,0,1998,Gumuka,5,0,Clinic
289,392,Manicaland,Chipinge,32.66249847,-20.53,0,1998,Gwenzi,5,0,Clinic
290,424,Manicaland,Chipinge,32.48556137,-20.82556,0,1998,Hwakata,5,0,Clinic
291,448,Manicaland,Chipinge,32.67972183,-20.52528,0,1998,Jersey,5,0,Clinic
292,462,Manicaland,Chipinge,32.78416824,-20.16056,0,1998,Junction Gate,5,0,Clinic
293,501,Manicaland,Chipinge,32.38528061,-20.39806,0,1998,Kondo,5,0,Clinic
294,503,Manicaland,Chipinge,32.77000046,-20.32139,0,1998,Kopera,5,0,Clinic
295,538,Manicaland,Chipinge,32.36027908,-20.90194,0,1998,Mabeye,5,0,Clinic
296,548,Manicaland,Chipinge,32.36333084,-20.72111,0,1998,Madhuka,6,0,Rural Health Centre
297,560,Manicaland,Chipinge,32.3927803,-21.25,0,1998,Mahenye,5,0,Clinic
298,597,Manicaland,Chipinge,32.34027863,-20.77556,0,1998,Manzvire,5,0,Clinic
299,1179,Manicaland,Chipinge,32.47750092,-20.69972,0,1998,Zamchiya,5,0,Clinic
300,1199,Manicaland,Chipinge,32.73611069,-20.43722,0,1998,Zona,5,0,Clinic
301,1205,Manicaland,Chipinge,32.62221909,-20.19917,0,1998,ZRP-Chipinge,5,0,Clinic
302,713,Manicaland,Chipinge,32.70306015,-20.42389,0,1998,Mt. Selinda,3,0,Mission Hospital
303,752,Manicaland,Chipinge,32.27666855,-21.07389,0,1998,Muparadze,5,0,Clinic
304,770,Manicaland,Chipinge,32.40333176,-20.08361,0,1998,Musani,5,0,Clinic
305,778,Manicaland,Chipinge,32.5802803,-20.46028,0,1998,Musirwizi,5,0,Clinic
306,786,Manicaland,Chipinge,32.19499969,-21.01056,0,1998,Mutandahwe,5,0,Clinic
307,791,Manicaland,Chipinge,32.36027908,-20.13417,0,1998,Mutema,5,0,Clinic
308,837,Manicaland,Chipinge,32.57444,-20.09583,0,1998,New Year Gift,5,0,Clinic
309,838,Manicaland,Chipinge,32.56972122,-19.98972,0,1998,Ngaome,5,0,Clinic
310,946,Manicaland,Chipinge,32.80582809,-20.11056,0,1998,Paidamoyo,5,0,Clinic
311,969,Manicaland,Chipinge,32.80611038,-20.24639,0,1998,Ratelshoek,5,0,Clinic
312,974,Manicaland,Chipinge,32.39305878,-20.5475,0,1998,Rimbi,5,0,Clinic
313,1069,Manicaland,Chipinge,32.68444061,-19.98972,0,1998,Silverstream,5,0,Clinic
314,1083,Manicaland,Chipinge,32.82249832,-20.265,0,1998,Southern Hold.,5,0,Clinic
315,1098,Manicaland,Chipinge,32.21527863,-20.77111,0,1998,St. Peters,3,0,Mission Hospital
316,1119,Manicaland,Chipinge,32.35055923,-20.11056,0,1998,Tanganda,5,0,Clinic
317,1127,Manicaland,Chipinge,32.30638886,-20.34806,0,1998,Tongogara,5,0,Clinic
318,1157,Manicaland,Chipinge,32.1538887,-20.93722,0,1998,Vheneka,5,0,Clinic
319,1420,Manicaland,Chipinge,32.37463,-19.96033,0,2007,ZRP Birchnough Bridge,5,2000,Clinic
320,1421,Manicaland,Chipinge,32.39283,-21.25018,0,2007,Mahenye,6,1984,Rural Health Centre
321,1422,Manicaland,Chipinge,32.62535,-20.19118,0,2007,Town Clinic,5,2004,Clinic
322,1423,Manicaland,Chipinge,32.83279,-20.30563,0,2007,Tamandai,5,0,Clinic
323,82,Masvingo,Chiredzi,31.80488968,-21.25369,0,1998,Chambuta,5,0,Clinic
324,127,Masvingo,Chiredzi,31.33930969,-21.67494,0,1998,Chikombedzi,4,0,Hospital
325,141,Masvingo,Chiredzi,31.6558609,-21.22336,0,1998,Chilonga,5,0,Clinic
326,146,Masvingo,Chiredzi,31.79063988,-21.35144,0,1998,Chimbwedziva,5,0,Clinic
327,157,Masvingo,Chiredzi,31.61894035,-21.41761,0,1998,Chingele,5,0,Clinic
328,179,Masvingo,Chiredzi,31.79128075,-20.836,0,1998,Chipiwa,5,0,Clinic
329,183,Masvingo,Chiredzi,31.67321968,-21.036,0,1998,Chiredzi,2,0,Hospital
330,213,Masvingo,Chiredzi,32.15139008,-21.10053,0,1998,Chitsa,5,0,Clinic
331,238,Masvingo,Chiredzi,32.01939011,-20.98369,0,1998,Chizvirizvi,5,0,Clinic
332,239,Masvingo,Chiredzi,31.29052925,-21.53381,0,1998,Chomopani,5,0,Clinic
333,253,Masvingo,Chiredzi,31.47324944,-21.33969,0,1998,Damarakanaka,5,0,Clinic
334,262,Masvingo,Chiredzi,31.23349953,-22.26981,0,1998,Davata,5,0,Clinic
335,302,Masvingo,Chiredzi,31.4039402,-22.21711,0,1998,Dumisa,5,0,Clinic
336,341,Masvingo,Chiredzi,31.15553093,-22.10286,0,1998,Gezani,5,0,Clinic
337,409,Masvingo,Chiredzi,31.6511097,-21.07347,0,1998,Hippo Valley,5,0,Clinic
338,561,Masvingo,Chiredzi,31.50419044,-21.53764,0,1998,Mahlanguleni,5,0,Clinic
339,569,Masvingo,Chiredzi,31.34011078,-21.45361,0,1998,Makambe,5,0,Clinic
340,583,Masvingo,Chiredzi,31.42019081,-22.07142,0,1998,Malipati,6,0,Rural Health Centre
341,1202,Masvingo,Chiredzi,31.67328072,-21.03814,0,1998,ZRP,5,0,Clinic
342,1206,Masvingo,Chiredzi,31.61693954,-21.03806,0,1998,ZSA,5,0,Clinic
343,742,Masvingo,Chiredzi,31.88460922,-20.83886,0,1998,Mkwasine,5,0,Clinic
344,796,Masvingo,Chiredzi,32.12044144,-20.93611,0,1998,Muteyo,5,0,Clinic
345,862,Masvingo,Chiredzi,31.46928024,-21.02481,0,1998,NRZ,5,0,Clinic
346,913,Masvingo,Chiredzi,31.7523098,-20.68347,0,1998,Nyangambe,5,0,Clinic
347,941,Masvingo,Chiredzi,31.45088959,-21.42189,0,1998,Old Boli,5,0,Clinic
348,945,Masvingo,Chiredzi,31.35771942,-21.94103,0,1998,Pahlela,5,0,Clinic
349,958,Masvingo,Chiredzi,30.83344078,-20.09081,0,1998,PMD Masvingo,9,0,PMD Offices
350,960,Masvingo,Chiredzi,31.90518951,-20.78747,0,1998,Porepore,5,0,Clinic
351,968,Masvingo,Chiredzi,32.15028,-21.00061,0,1998,Rapanguwana,5,0,Clinic
352,998,Masvingo,Chiredzi,31.30443954,-22.10658,0,1998,Rutandare,5,0,Clinic
353,1019,Masvingo,Chiredzi,31.37443924,-22.23522,0,1998,Samu,5,0,Clinic
354,1088,Masvingo,Chiredzi,32.12078094,-20.82314,0,1998,St Joseph,5,0,Clinic
355,1134,Masvingo,Chiredzi,31.47485924,-21.04056,0,1998,Triangle,4,0,Hospital
356,1143,Masvingo,Chiredzi,31.68841934,-21.039,0,1998,Tsovani,5,0,Clinic
357,1323,Masvingo,Chiredzi,31.35101,-20.68621,513,2007,Faversham,5,2005,Clinic
358,75,Midlands,Chirumanzu,30.68914032,-19.53636,0,1998,Chaka,5,0,Clinic
359,106,Midlands,Chirumanzu,30.55322075,-19.80483,0,1998,Chengwena,5,0,Clinic
360,236,Midlands,Chirumanzu,30.50447083,-19.55183,0,1998,Chizhou,6,0,Rural Health Centre
361,271,Midlands,Chirumanzu,30.51683044,-19.77036,0,1998,Denhere,6,0,Rural Health Centre
362,299,Midlands,Chirumanzu,30.70710945,-19.41889,0,1998,Driefontein,3,0,T.B Hospital
363,375,Midlands,Chirumanzu,30.48756027,-19.63519,0,1998,Guramatunhu,5,0,Clinic
364,397,Midlands,Chirumanzu,30.62450027,-19.85431,0,1998,Hama,5,0,Clinic
365,411,Midlands,Chirumanzu,30.59094048,-19.56742,0,1998,Holy Cross,6,0,Rural Health Centre
366,519,Midlands,Chirumanzu,30.18531036,-19.33514,0,1998,Lalapanzi,5,0,Clinic
367,535,Midlands,Chirumanzu,30.52421951,-19.40619,0,1998,Lynwood,6,0,Rural Health Centre
368,715,Midlands,Chirumanzu,30.62038994,-19.3525,0,1998,Mtao,5,0,Clinic
369,804,Midlands,Chirumanzu,30.70203018,-19.42233,0,1998,Muwonde,3,0,Mission Hospital
370,808,Midlands,Chirumanzu,30.52086067,-19.29036,0,1998,Mvuma,2,0,District Hospital
371,926,Midlands,Chirumanzu,30.68371964,-19.65475,0,1998,Nyautonga,6,0,Rural Health Centre
372,933,Midlands,Chirumanzu,30.65077972,-18.97053,0,1998,Nyikavanhu,6,0,Rural Health Centre
373,1077,Midlands,Chirumanzu,30.50431061,-19.68994,0,1998,Siyahokwe,6,0,Rural Health Centre
374,1101,Midlands,Chirumanzu,30.63485909,-19.71856,0,1998,St. Theresa,3,0,Mission Hospital
375,1125,Midlands,Chirumanzu,30.25167084,-19.47556,0,1998,Tokwe 4,5,0,Clinic
376,1312,Midlands,Chirumanzu,30.46363,-19.2211,1333,2007,Central Estates,7,2001,Clinic
377,0,Harare,Chitungwiza,31.0699,-18.0136,0,2013,CITIMED,Private,,Hospital
378,0,Harare,Chitungwiza,31.0628,-18.0176,0,2013,Chitungwiza,govt,,Hospital
379,0,Harare,Chitungwiza,31.0582,-18.0066,0,2013,Zengeza 3,council,,clinic
380,0,Harare,Chitungwiza,31.0943,-18.0152,0,2013,Seke North,council,,clinic
381,0,Harare,Chitungwiza,31.1103,-18.0169,0,2013,ZRP camp,ZRP,,clinic
382,0,Harare,Chitungwiza,31.0763,-18.0314,0,2013,Seke South,council,,clinic
383,0,Harare,Chitungwiza,31.0427,-17.9947,0,2013,St Mary's,council,,clinic
384,0,Harare,Chitungwiza,31.0427,-17.9908,0,2013,Manyame 24Hr,Private,,Maternity clinic
385,33,Masvingo,Chivi,30.58960915,-20.63389,0,1998,Berejena,3,0,Mission Clinic
386,117,Masvingo,Chivi,30.55810928,-20.45081,0,1998,Chifedza,5,0,Clinic
387,119,Masvingo,Chivi,30.20046997,-20.15394,0,1998,Chigwikwi,6,0,Rural Health Centre
388,227,Masvingo,Chivi,30.50655937,-20.31897,0,1998,Chivi,2,0,District Hospital
389,228,Masvingo,Chivi,30.55755997,-20.35531,0,1998,Chivi,3,0,Mission Clinic
390,229,Masvingo,Chivi,30.68786049,-20.39058,0,1998,Chivi,4,0,Rural Hospital
391,265,Masvingo,Chivi,30.43564034,-20.47203,0,1998,Davira,5,0,Clinic
392,513,Masvingo,Chivi,30.25668907,-20.05147,0,1998,Kuranda,5,0,Clinic
393,546,Masvingo,Chivi,30.32361031,-20.05228,0,1998,Madamombe,6,0,Rural Health Centre
394,627,Masvingo,Chivi,30.37121964,-20.40044,0,1998,Masinire,5,0,Clinic
395,683,Masvingo,Chivi,30.37161064,-20.11747,0,1998,Mhandamabwe,6,0,Rural Health Centre
396,843,Masvingo,Chivi,30.80264091,-20.80253,0,1998,Ngundu,4,0,Rural Health Centre
397,878,Masvingo,Chivi,30.98888969,-20.82406,0,1998,Nyahombe,5,0,Clinic
398,970,Masvingo,Chivi,30.65422058,-20.71986,0,1998,Razi,6,0,Rural Health Centre
399,1049,Masvingo,Chivi,30.85036087,-20.87186,0,1998,Shindi,5,0,Clinic
400,1116,Masvingo,Chivi,30.3073101,-20.33397,0,1998,Takavarasha,6,0,Rural Health Centre
401,1151,Masvingo,Chivi,30.20657921,-20.03928,0,1998,Utete,5,0,Clinic
402,314,Matebeleland South,Esigodini,28.90357971,-20.40247,0,1998,Esibobvu,5,0,Clinic
403,315,Matebeleland South,Esigodini,28.93678093,-20.28347,0,1998,Esigodini,2,0,District Hospital
404,396,Matebeleland South,Esigodini,28.95606041,-20.32064,0,1998,Habani,5,0,Clinic
405,416,Matebeleland South,Esigodini,28.78455925,-20.30364,0,1998,How Mine,7,0,Mine Clinic
406,438,Matebeleland South,Esigodini,29.08530998,-20.52311,0,1998,Irisvale,6,0,Rural Health Centre
407,511,Matebeleland South,Esigodini,28.90706062,-20.62233,0,1998,Kumbuzi,6,0,Rural Health Centre
408,657,Matebeleland South,Esigodini,28.98513985,-20.40653,0,1998,Mawabeni,5,0,Clinic
409,675,Matebeleland South,Esigodini,28.81893921,-20.40375,0,1998,Mbizingwe,6,0,Rural Health Centre
410,685,Matebeleland South,Esigodini,28.78556061,-20.52142,0,1998,Mhlahlandlela,5,0,Clinic
411,851,Matebeleland South,Esigodini,28.77243996,-20.20519,0,1998,Nhlangano,5,0,Clinic
412,864,Matebeleland South,Esigodini,28.98477936,-20.55722,0,1998,Nswazi,5,0,Clinic
413,871,Matebeleland South,Esigodini,28.79100037,-20.15072,0,1998,Ntshamathe,5,0,Clinic
414,105,Midlands,Gokwe,29.11277962,-18.21611,0,1998,Chemahuro,5,0,Clinic
415,184,Midlands,Gokwe,28.5988903,-17.54417,0,1998,Chireya,4,0,Rural Hospital
416,205,Midlands,Gokwe,28.45111084,-18.19778,0,1998,Chitave,5,0,Clinic
417,266,Midlands,Gokwe,28.9375,-18.55778,0,1998,Day & Night,7,0,Private Clinic
418,267,Midlands,Gokwe,28.82028008,-17.78917,0,1998,Denda,5,0,Clinic
419,338,Midlands,Gokwe,28.73389053,-18.26167,0,1998,Gawa,5,0,Clinic
420,346,Midlands,Gokwe,28.92499924,-18.21139,0,1998,Gokwe,2,0,District Hospital
421,355,Midlands,Gokwe,28.89694023,-17.85194,0,1998,Goredema,5,0,Clinic
422,367,Midlands,Gokwe,28.90527916,-17.40972,0,1998,Gumunyu,5,0,Clinic
423,385,Midlands,Gokwe,29.24167061,-18.26278,0,1998,Gwanyika,6,0,Rural Health Centre
424,422,Midlands,Gokwe,28.53249931,-17.98611,0,1998,Huchu,5,0,Clinic
425,442,Midlands,Gokwe,28.95332909,-18.01806,0,1998,Jahana,5,0,Clinic
426,454,Midlands,Gokwe,28.25749969,-18.345,0,1998,Jiri,5,0,Clinic
427,469,Midlands,Gokwe,28.9383297,-17.50028,0,1998,Kadzidirire,6,0,Rural Health Centre
428,472,Midlands,Gokwe,28.76333046,-17.7375,0,1998,Kahobo,5,0,Clinic
429,478,Midlands,Gokwe,28.51582909,-18.55583,0,1998,Kana,3,0,Mission Hospitals
430,509,Midlands,Gokwe,29.37194061,-18.45028,0,1998,Krima,5,0,Clinic
431,517,Midlands,Gokwe,29.03027916,-17.9075,0,1998,Kuwirirana,5,0,Clinic
432,553,Midlands,Gokwe,28.50583076,-17.62972,0,1998,Madzivazu,5,0,Clinic
433,589,Midlands,Gokwe,28.35582924,-18.12194,0,1998,Mangidi,5,0,Clinic
434,592,Midlands,Gokwe,28.37944031,-18.45833,0,1998,Manoti,5,0,Clinic
435,596,Midlands,Gokwe,28.60222054,-18.14722,0,1998,Manyoni,5,0,Clinic
436,1184,Midlands,Gokwe,28.06110954,-18.225,0,1998,Zhamba,5,0,Clinic
437,1185,Midlands,Gokwe,28.31306076,-17.44139,0,1998,Zhomba,5,0,Clinic
438,622,Midlands,Gokwe,28.79750061,-17.2725,0,1998,Mashame,5,0,Rural Health Centre
439,631,Midlands,Gokwe,28.40250015,-18.00333,0,1998,Masuka,5,0,Clinic
440,642,Midlands,Gokwe,28.53306007,-18.3925,0,1998,Mateta,6,0,Rural Health Centre
441,702,Midlands,Gokwe,28.04528046,-18.465,0,1998,Msala,5,0,Clinic
442,717,Midlands,Gokwe,29.00694084,-17.72083,0,1998,Mtora,4,0,Rural Hospital
443,780,Midlands,Gokwe,28.57860947,-17.84361,0,1998,Musita,5,0,Clinic
444,787,Midlands,Gokwe,29.24028015,-18.20472,0,1998,Mutange,5,0,Clinic
445,816,Midlands,Gokwe,29.05278015,-17.47944,0,1998,Mzadzi,6,0,Rural Health Centre
446,832,Midlands,Gokwe,28.25305939,-17.44139,0,1998,Nenyunga,5,0,Clinic
447,859,Midlands,Gokwe,29.16777992,-17.51306,0,1998,Norah,6,0,Rural Health Centre
448,882,Midlands,Gokwe,28.79750061,-18.55222,0,1998,Nyaje,6,0,Rural Health Centre
449,908,Midlands,Gokwe,29.46249962,-18.34667,0,1998,Nyamunga,5,0,Clinic
450,982,Midlands,Gokwe,29.09388924,-17.77472,0,1998,Rubatsiro,5,0,Clinic
451,1013,Midlands,Gokwe,28.32860947,-18.25861,0,1998,Sai,5,0,Clinic
452,1036,Midlands,Gokwe,28.73500061,-17.95472,0,1998,Sesame,5,0,Clinic
453,1073,Midlands,Gokwe,28.23969078,-17.68439,0,1998,Simchembu,5,0,Clinic
454,1110,Midlands,Gokwe,28.77750015,-18.06028,0,1998,Svisvi,6,0,Rural Health Centre
455,1130,Midlands,Gokwe,29.10388947,-18.08111,0,1998,Tongwe,5,0,Clinic
456,1144,Midlands,Gokwe,29.14249992,-17.61306,0,1998,Tsungai,6,0,Rural Health Centre
457,1350,Midlands,Gokwe North,28.18426,-17.76407,734,2007,Vumba,5,0,Clinic
458,1352,Midlands,Gokwe North,29.01016,-17.72261,890,2007,Nembudziya,4,0,Hospital
459,1353,Midlands,Gokwe North,29.05069,-17.81966,901,2007,Nyamazengwe,5,0,Clinic
460,1354,Midlands,Gokwe North,28.85431,-17.59907,844,2007,Nyamhara,5,0,Clinic
461,1294,Midlands,Gokwe South,28.92017,-18.5753,0,2007,Mateme,7,1998,Clinic
462,2,Mashonaland East,Goromonzi,31.31681061,-17.788,0,1998,Acturus Mine,5,0,Clinic
463,54,Mashonaland East,Goromonzi,31.55306053,-17.50075,0,1998,Bosha,6,0,Rural Health Centre
464,134,Mashonaland East,Goromonzi,31.48586082,-17.55206,0,1998,Chikwaka,4,0,Rural Hospital
465,150,Mashonaland East,Goromonzi,31.18456078,-17.57161,0,1998,Chinamhora,5,0,Clinic
466,166,Mashonaland East,Goromonzi,31.35627937,-17.83503,0,1998,Chinyika,5,0,Clinic
467,249,Mashonaland East,Goromonzi,31.20742035,-17.95506,0,1998,Cranborne Clinic,5,0,Clinic
468,286,Mashonaland East,Goromonzi,31.13871956,-17.60214,0,1998,Domboshava,5,0,Clinic
469,456,Mashonaland East,Goromonzi,31.38442039,-17.72214,0,1998,John Reimer,5,0,Clinic
470,508,Mashonaland East,Goromonzi,31.48925018,-17.67219,0,1998,Kowoyo,5,0,Clinic
471,510,Mashonaland East,Goromonzi,31.37047005,-17.82031,0,1998,Kubatsirana,5,0,Clinic
472,579,Mashonaland East,Goromonzi,31.27318954,-17.54042,0,1998,Makumbe,2,0,District Hospital
473,632,Mashonaland East,Goromonzi,31.15321922,-17.54042,0,1998,Masukandoro,5,0,Clinic
474,811,Mashonaland East,Goromonzi,31.48681068,-17.76875,0,1998,Mwanza,6,0,Rural Health Centre
475,924,Mashonaland East,Goromonzi,31.27144051,-17.62294,0,1998,Nyaure,5,0,Clinic
476,961,Mashonaland East,Goromonzi,31.12093925,-17.57222,0,1998,Pote,5,0,Clinic
477,993,Mashonaland East,Goromonzi,31.5182209,-17.87261,0,1998,Rusike,5,0,Clinic
478,1003,Mashonaland East,Goromonzi,31.23760986,-17.89006,0,1998,Ruwa,5,0,Clinic
479,1004,Mashonaland East,Goromonzi,31.23513985,-17.90167,0,1998,Ruwa Rehab.,4,0,Hospital
480,0,Mashonaland East,Goromonzi,31.3238,-17.7404,0,2013,Gejo raRuby,,2008,RHC
481,0,Mashonaland East,Goromonzi,31.3597,-17.8672,0,2013,Goromonzi High ,,1946,Clinic
482,0,Mashonaland East,Goromonzi,31.3847,-17.7223,0,2013,Joan Rankini ,,1977,RHC
483,0,Mashonaland East,Goromonzi,31.324,-17.9998,0,2013,Melfort ,,2004,RHC
484,0,Mashonaland East,Goromonzi,31.4331,-17.9916,0,2013,Rusununguko ,,1981,RHC
485,0,Mashonaland East,Goromonzi,31.2377,-17.8902,0,2013,Ruwa ,,1973,DayCare RHC
486,0,Mashonaland East,Goromonzi,31.2418,-17.8966,0,2013,Ruwa ,,2011,PolyClinic
487,0,Mashonaland East,Goromonzi,31.1964,-17.7514,0,2013,St Joseph's ,,1972,RHC
488,0,Mashonaland East,Goromonzi,31.3164,-17.7786,0,2013,Arcturus, Mine ,0,Clinic
489,6,Mashonaland Central,Guruve,30.30805969,-16.10195,0,1998,Angwa,5,0,Clinic
490,18,Mashonaland Central,Guruve,30.69277954,-16.52667,0,1998,Bakasa,5,0,Clinic
491,31,Mashonaland Central,Guruve,30.67250061,-16.85667,0,1998,Bepura,5,0,Clinic
492,65,Mashonaland Central,Guruve,30.58551979,-16.57822,0,1998,Bvochora,5,0,Clinic
493,86,Mashonaland Central,Guruve,30.39763069,-15.70058,0,1998,Chapoto,5,0,Clinic
494,114,Mashonaland Central,Guruve,31.05616951,-16.02513,0,1998,Chidodo,5,0,Clinic
495,121,Mashonaland Central,Guruve,30.56088066,-16.00798,0,1998,Chikafa,5,0,Clinic
496,180,Mashonaland Central,Guruve,30.72571945,-16.77972,0,1998,Chipuriro,5,0,Clinic
497,215,Mashonaland Central,Guruve,30.55571938,-16.27722,0,1998,Chitsungo,5,0,Clinic
498,352,Mashonaland Central,Guruve,30.83333015,-16.08695,0,1998,Gonono,5,0,Clinic
499,356,Mashonaland Central,Guruve,30.65777969,-16.58639,0,1998,Gota,5,0,Clinic
500,376,Mashonaland Central,Guruve,30.70222092,-16.67111,0,1998,Guruve,2,0,District Hospital
501,415,Mashonaland Central,Guruve,30.88666916,-16.70306,0,1998,Horseshoe,5,0,Clinic
502,465,Mashonaland Central,Guruve,30.50264931,-16.63361,0,1998,Kachuta,5,0,Clinic
503,563,Mashonaland Central,Guruve,30.73527908,-16.38389,0,1998,Mahuwe,5,0,Clinic
504,625,Mashonaland Central,Guruve,30.55669975,-16.17507,0,1998,Mashumbi,5,0,Clinic
505,629,Mashonaland Central,Guruve,30.16666985,-16.16667,0,1998,Masoka,5,0,Clinic
506,630,Mashonaland Central,Guruve,30.89067078,-16.31323,0,1998,Masomo,5,0,Clinic
507,652,Mashonaland Central,Guruve,30.61083031,-16.67278,0,1998,Matsvitsi,5,0,Clinic
508,704,Mashonaland Central,Guruve,31.11824989,-16.11073,0,1998,Msengezi,5,0,Clinic
509,827,Mashonaland Central,Guruve,30.75917053,-16.51056,0,1998,Negomo,5,0,Clinic
510,884,Mashonaland Central,Guruve,30.62805939,-16.75167,0,1998,Nyakapupu,5,0,Clinic
511,900,Mashonaland Central,Guruve,30.75778008,-16.85139,0,1998,Nyamhondoro,5,0,Clinic
512,1006,Mashonaland Central,Guruve,30.79528046,-16.71917,0,1998,Ruyamuro,5,0,Clinic
513,1052,Mashonaland Central,Guruve,30.72360992,-16.70667,0,1998,Shinje,5,0,Clinic
514,1388,Mashonaland Central,Guruve,30.7189,-16.968966,0,2007,Birkdale,6,2006,Rural Health Centre
515,1389,Mashonaland Central,Guruve,30.57957,-16.86427,0,2007,Mugarakamwe,6,2006,Rural Health Centre
516,1390,Mashonaland Central,Guruve,30.44222,-16.63607,0,2007,Kemutamba,6,2006,Rural Health Centre
517,1391,Mashonaland Central,Guruve,30.87209,-16.66756,0,2007,Kamusasa,5,2006,Clinic
518,0,Mashonaland Central,Guruve,30.7032,-16.6628,0,2013,Guruve ,ZRP ,0,Clinic
519,0,Mashonaland Central,Guruve,30.5841,-16.9699,0,2013,Brandon ,,0,Clinic
520,0,Mashonaland Central,Guruve,30.7191,-16.969,0,2013,Birkdale,,0,Clinic
521,108,Masvingo,Gutu,31.88508034,-19.80603,0,1998,Chepiri,5,0,Clinic
522,148,Masvingo,Gutu,31.60614014,-19.67189,0,1998,Chimombe,4,0,Rural Hospital
523,167,Masvingo,Gutu,31.48505974,-19.50567,0,1998,Chinyika,4,0,Rural Health Centre
524,202,Masvingo,Gutu,31.20241928,-19.90722,0,1998,Chitando,6,0,Rural Health Centre
525,214,Masvingo,Gutu,31.61733055,-19.50175,0,1998,Chitsa,6,0,Rural Health Centre
526,235,Masvingo,Gutu,30.83930969,-19.63397,0,1998,Chiwore,5,0,Clinic
527,254,Masvingo,Gutu,31.28635979,-19.37464,0,1998,Dambara,5,0,Clinic
528,270,Masvingo,Gutu,31.18907928,-19.28422,0,1998,Denhere,5,0,Clinic
529,275,Masvingo,Gutu,31.38666916,-19.66761,0,1998,Devure,3,0,Mission Clinic
530,372,Masvingo,Gutu,31.14068985,-20.00739,0,1998,Guni,5,0,Clinic
531,379,Masvingo,Gutu,31.15007973,-19.65761,0,1998,Gutu,2,0,Hospital
532,380,Masvingo,Gutu,31.21805954,-19.65678,0,1998,Gutu,3,0,Mission Hospital
533,557,Masvingo,Gutu,31.35021973,-19.75803,0,1998,Magombedze,5,0,Clinic
534,565,Masvingo,Gutu,31.38452911,-19.83931,0,1998,Majarada,6,0,Rural Health Centre
535,1196,Masvingo,Gutu,31.58646965,-19.81789,0,1998,Zinhata,5,0,Clinic
536,637,Masvingo,Gutu,31.77186012,-19.61928,0,1998,Mataruse,5,0,Clinic
537,645,Masvingo,Gutu,30.96875,-19.47356,0,1998,Matizha,5,0,Clinic
538,670,Masvingo,Gutu,31.64043999,-19.60406,0,1998,Mazura,5,0,Clinic
539,732,Masvingo,Gutu,31.15789032,-19.75686,0,1998,Mukaro,5,0,Clinic
540,750,Masvingo,Gutu,31.80521965,-19.72236,0,1998,Munyikwa,6,0,Rural Health Centre
541,773,Masvingo,Gutu,31.10091972,-19.72333,0,1998,Mushaviri,5,0,Clinic
542,792,Masvingo,Gutu,30.98797035,-19.88822,0,1998,Mutema,5,0,Clinic
543,795,Masvingo,Gutu,31.43803024,-19.63433,0,1998,Mutero,3,0,Mission Clinic
544,829,Masvingo,Gutu,31.68405914,-19.83439,0,1998,Nemashakwe,5,0,Clinic
545,833,Masvingo,Gutu,31.03528023,-19.85586,0,1998,Nerupiri,5,0,Clinic
546,930,Masvingo,Gutu,31.36735916,-19.40494,0,1998,Nyazvidzi,5,0,Clinic
547,1034,Masvingo,Gutu,30.88368988,-19.51861,0,1998,Serima,3,0,Mission Hospital
548,1082,Masvingo,Gutu,31.20718956,-19.45097,0,1998,Soti Source,5,0,Clinic
549,1124,Masvingo,Gutu,31.45027924,-19.75394,0,1998,Tirizi,5,0,Clinic
